SKU,Nombre_Producto,Descripcion,Categoria,Subcategoria,Marca,Precio_Unitario_EUR,Costo_Unitario_EUR,Stock_Actual,Stock_Minimo,Ubicacion_Almacen,Proveedor_ID,Fecha_Ultima_Recepcion,Peso_Kg,Dimensiones_cm_LxAxH,Color,Material,Estado_Producto
PROD-HOG-0802,Limpieza CleanFast Neque XL510,Ab nisi quo quasi mollitia a facilis tempore nemo autem asperiores magnam.,Hogar,Limpieza,CleanFast,2474.87,993.29,657,42,D5-S7-B1,PROV-013,2024-10-16,24.49,64x38x24,Plateado,Plástico,Bajo Pedido
PROD-ALI-0803,Conservas SaborNatural Ex XL318,Maxime tenetur perferendis assumenda tenetur illo repellat ipsam.,Alimentación,Conservas,SaborNatural,776.45,257.85,519,13,A3-S6-B5,PROV-036,2024-10-25,20.27,17x19x8,N/A,N/A,Bajo Pedido
PROD-JUG-0804,Muñecas ConstruBlock Id XL752,Tempora nostrum cum adipisci excepturi officia assumenda.,Juguetes,Muñecas,ConstruBlock,74.34,48.78,817,22,D2-S10-B1,PROV-007,2024-12-22,19.88,68x59x18,Azul,Algodón,Activo
PROD-JUG-0805,Exterior EduPlay Hic Eco106,Voluptatem molestias voluptatem minima ullam corrupti possimus ullam a occaecati quae libero.,Juguetes,Exterior,EduPlay,1328.08,477.91,190,13,D4-S6-B1,PROV-018,2025-03-30,15.3,55x28x38,Plateado,Metal,Bajo Pedido
PROD-ALI-0806,Bebidas DeliciasGourmet Fuga Basic707,Expedita quisquam facilis aut voluptate repudiandae molestias dolores culpa officiis.,Alimentación,Bebidas,DeliciasGourmet,926.62,445.72,96,17,A2-S3-B2,PROV-036,2024-12-01,14.77,49x15x27,N/A,N/A,Bajo Pedido
PROD-ROP-0807,Pantalones Elegance Quae Basic136,Distinctio quisquam suscipit commodi perspiciatis delectus neque similique labore expedita fugiat.,Ropa,Pantalones,Elegance,27.84,16.8,511,17,B4-S6-B4,PROV-009,2024-07-18,7.55,23x45x9,Negro,Metal,Bajo Pedido
PROD-JUG-0808,Exterior DivertiKids Suscipit 138,Quos non maxime asperiores ipsum aperiam dolores natus.,Juguetes,Exterior,DivertiKids,908.95,507.84,299,42,C4-S9-B1,PROV-001,2024-10-08,20.34,23x61x3,Negro,Cuero,Descontinuado
PROD-LIB-0809,Ficción MundoLiterario Ratione Basic564,Suscipit quam esse doloremque corrupti porro.,Libros,Ficción,MundoLiterario,1068.47,595.83,73,13,C3-S3-B4,PROV-016,2024-06-21,4.37,15x23x5,N/A,Metal,Bajo Pedido
PROD-ELE-0810,TV TechNova Magni Eco93,Totam sapiente aliquam odit commodi cupiditate architecto veritatis sed ea.,Electrónica,TV,TechNova,972.86,655.2,709,12,C4-S9-B2,PROV-043,2024-12-13,8.39,7x9x25,Naranja,Cuero,Descontinuado
PROD-HOG-0811,Limpieza CocinaFácil Consectetur Basic484,Maiores fugit consequuntur vel repellat optio libero ab omnis dolorem quod illum minus.,Hogar,Limpieza,CocinaFácil,1089.5,511.73,952,26,D3-S8-B1,PROV-041,2024-04-07,12.37,30x17x1,Plateado,Metal,Descontinuado
PROD-COS-0812,Cuidado Corporal AromaEsencial Dignissimos Pro555,Ducimus eligendi sunt fuga ex quam repudiandae dicta est deserunt sit.,Cosmética,Cuidado Corporal,AromaEsencial,171.36,91.93,8,20,B3-S6-B3,PROV-046,2024-05-14,13.23,25x63x12,Azul,Vidrio,Descontinuado
PROD-COS-0813,Perfumes AromaEsencial Maiores 951,Harum odio delectus itaque maiores praesentium aut saepe ex aliquam.,Cosmética,Perfumes,AromaEsencial,2460.2,805.07,335,49,C3-S4-B5,PROV-036,2024-07-21,0.67,9x62x43,Rojo,Papel,Próximamente
PROD-LIB-0814,Infantil MundoLiterario Fugit Eco21,Dolorum quos architecto tempore at adipisci error quos corrupti velit tempora ab.,Libros,Infantil,MundoLiterario,401.12,201.09,759,42,A1-S6-B4,PROV-049,2024-06-19,15.5,15x23x4,N/A,Silicona,Activo
PROD-LIB-0815,Académico Ediciones Saber Tempora Basic114,Nisi fugiat laudantium mollitia consequatur distinctio repellendus deleniti dolorem earum.,Libros,Académico,Ediciones Saber,2374.56,1449.96,68,34,D1-S10-B1,PROV-004,2024-05-27,20.05,15x23x4,N/A,Silicona,Bajo Pedido
PROD-ROP-0816,Abrigos Elegance Unde Eco416,Iste at nihil pariatur a nesciunt dolorum rem adipisci quasi a.,Ropa,Abrigos,Elegance,1341.15,839.07,363,33,A5-S7-B5,PROV-042,2024-09-07,16.1,32x6x32,Gris,Madera,Bajo Pedido
PROD-ALI-0817,Congelado QuickBite Alias Pro603,Beatae corporis impedit tempore dolorem quam officia necessitatibus libero voluptates excepturi.,Alimentación,Congelado,QuickBite,340.36,119.58,795,31,B1-S2-B4,PROV-003,2025-01-01,6.79,57x44x19,N/A,N/A,Descontinuado
PROD-JUG-0818,Educativos DivertiKids Non Basic640,Assumenda perferendis ipsam perspiciatis harum repellat quia modi distinctio.,Juguetes,Educativos,DivertiKids,69.12,38.16,42,38,B1-S7-B1,PROV-012,2024-08-18,24.43,69x60x40,Amarillo,Plástico,Bajo Pedido
PROD-ALI-0819,Fresco DeliciasGourmet Odit Eco790,Ea vero consequatur libero quis vel facilis officiis.,Alimentación,Fresco,DeliciasGourmet,176.0,118.76,730,21,D3-S6-B1,PROV-028,2024-12-25,17.59,20x80x32,N/A,N/A,Activo
PROD-ELE-0820,TV ConnectPhone Eos Basic925,Labore molestiae assumenda voluptas maxime unde.,Electrónica,TV,ConnectPhone,2171.55,714.95,709,13,A5-S1-B1,PROV-028,2024-09-17,19.47,75x29x14,Rojo,Silicona,Próximamente
PROD-JUG-0821,Educativos DivertiKids Praesentium Pro625,Dolor soluta aut vel laboriosam reiciendis ab cum dolorem.,Juguetes,Educativos,DivertiKids,915.55,399.72,856,36,B1-S3-B1,PROV-042,2024-08-09,8.79,64x35x43,Azul,Poliéster,Activo
PROD-ROP-0822,Calzado Elegance Rem XL25,Sequi adipisci cumque tempore molestias occaecati.,Ropa,Calzado,Elegance,925.19,579.72,597,39,D4-S10-B3,PROV-017,2024-06-30,6.96,13x41x26,Naranja,Papel,Descontinuado
PROD-JUG-0823,Muñecas ConstruBlock Deserunt Eco473,Ratione expedita enim quos optio nesciunt enim placeat corrupti modi itaque.,Juguetes,Muñecas,ConstruBlock,1699.23,516.44,203,22,D4-S7-B3,PROV-031,2024-06-08,7.57,32x28x7,Plateado,Cerámica,Activo
PROD-COS-0824,Perfumes BellaPiel Inventore Basic149,Mollitia neque inventore laudantium sit vel aliquid nulla.,Cosmética,Perfumes,BellaPiel,16.82,9.13,353,17,A1-S9-B1,PROV-006,2024-10-25,1.68,75x54x16,Amarillo,Cerámica,Bajo Pedido
PROD-ALI-0825,Snacks SaborNatural Debitis XL302,Sed in voluptatibus ipsum deleniti nulla magnam.,Alimentación,Snacks,SaborNatural,1469.96,762.71,545,19,D1-S10-B4,PROV-042,2025-03-27,20.33,33x58x16,N/A,N/A,Bajo Pedido
PROD-JUG-0826,Construcción EduPlay Minima 774,Molestiae natus blanditiis assumenda iusto culpa hic.,Juguetes,Construcción,EduPlay,2076.87,1072.88,966,25,A2-S5-B2,PROV-005,2024-04-05,9.29,64x59x4,Negro,Plástico,Activo
PROD-COS-0827,Perfumes ColorVibrante Non Pro453,Neque ducimus nisi pariatur repellendus at voluptatum aliquid natus aspernatur iure.,Cosmética,Perfumes,ColorVibrante,961.67,398.37,406,23,B1-S8-B2,PROV-037,2025-02-05,15.2,69x48x45,Rojo,Poliéster,Próximamente
PROD-HOG-0828,Decoración DecoHome At 34,Vero nulla quaerat autem velit veritatis necessitatibus placeat nesciunt.,Hogar,Decoración,DecoHome,2066.6,1078.62,530,43,C2-S8-B3,PROV-004,2024-08-17,7.08,39x25x2,Verde,Cuero,Activo
PROD-LIB-0829,Ficción MundoLiterario Hic Basic962,Earum aut modi quod eum temporibus asperiores eligendi facilis ullam sunt itaque.,Libros,Ficción,MundoLiterario,2289.11,916.34,316,39,C2-S6-B5,PROV-023,2024-10-23,9.98,15x23x1,N/A,Cuero,Bajo Pedido
PROD-ALI-0830,Bebidas QuickBite Quos 320,Dolore laboriosam ducimus facilis non officiis.,Alimentación,Bebidas,QuickBite,2401.49,1509.02,365,32,B4-S6-B4,PROV-020,2024-06-28,18.09,21x73x36,N/A,N/A,Próximamente
PROD-COS-0831,Perfumes AromaEsencial Neque XL856,Repudiandae reiciendis iure quisquam qui cum exercitationem.,Cosmética,Perfumes,AromaEsencial,22.54,12.32,340,43,B5-S5-B4,PROV-040,2024-10-30,10.62,65x73x11,Verde,Plástico,Bajo Pedido
PROD-LIB-0832,Académico Ediciones Saber Aut XL126,Repudiandae id cupiditate est quisquam eos nam.,Libros,Académico,Ediciones Saber,667.87,458.79,956,10,A4-S5-B5,PROV-049,2024-07-20,23.5,15x23x4,N/A,Papel,Bajo Pedido
PROD-ALI-0833,Fresco QuickBite Quod 26,Temporibus alias eveniet et consectetur recusandae suscipit accusantium asperiores tempora cupiditate similique fugiat.,Alimentación,Fresco,QuickBite,1986.43,625.33,924,48,B1-S9-B3,PROV-047,2024-12-02,10.94,10x43x33,N/A,N/A,Próximamente
PROD-HOG-0834,Jardín MuebleRústico Dolores XL921,Ducimus consequuntur assumenda nulla quia molestias modi labore.,Hogar,Jardín,MuebleRústico,1960.64,1167.79,946,11,B2-S10-B1,PROV-044,2025-01-29,2.87,74x45x28,Blanco,Algodón,Próximamente
PROD-JUG-0835,Exterior EduPlay Nihil Pro2,Velit vitae quidem eum assumenda commodi laborum.,Juguetes,Exterior,EduPlay,91.5,38.49,831,11,A1-S6-B3,PROV-001,2025-02-09,3.31,76x60x9,Azul,Silicona,Activo
PROD-HOG-0836,Jardín CocinaFácil Tenetur Pro175,Eos ullam fuga veniam enim nisi assumenda occaecati iure molestias animi.,Hogar,Jardín,CocinaFácil,236.27,135.42,137,34,C3-S7-B3,PROV-030,2024-07-08,22.43,53x79x19,Negro,Metal,Próximamente
PROD-LIB-0837,No Ficción MundoLiterario Eos Eco889,Adipisci deserunt amet soluta mollitia dicta aut quaerat.,Libros,No Ficción,MundoLiterario,2214.22,680.85,94,40,C5-S8-B3,PROV-003,2024-07-29,17.65,15x23x5,N/A,Poliéster,Próximamente
PROD-ROP-0838,Calzado UrbanStyle Maxime XL257,Veritatis necessitatibus veniam illo a corporis suscipit adipisci aliquid sequi.,Ropa,Calzado,UrbanStyle,694.96,378.53,97,42,A3-S3-B4,PROV-007,2024-04-28,11.88,81x15x32,Negro,Poliéster,Activo
PROD-ALI-0839,Bebidas QuickBite Voluptatem Pro690,Corporis esse facere fuga quos unde delectus necessitatibus numquam asperiores hic.,Alimentación,Bebidas,QuickBite,1317.76,422.71,886,12,B3-S4-B3,PROV-003,2024-10-14,11.46,5x80x13,N/A,N/A,Bajo Pedido
PROD-JUG-0840,Peluches EduPlay Amet 552,Similique iure fugiat consectetur nostrum sequi unde eius odit ipsum.,Juguetes,Peluches,EduPlay,931.15,404.9,118,41,C3-S5-B5,PROV-003,2024-04-21,4.9,99x32x38,Gris,Algodón,Descontinuado
PROD-ELE-0841,Audio ConnectPhone Modi 270,Molestiae quo cumque sint molestias dicta quidem dolor.,Electrónica,Audio,ConnectPhone,1716.58,536.28,168,48,D4-S10-B5,PROV-018,2024-08-16,13.98,6x49x6,Azul,Metal,Activo
PROD-COS-0842,Maquillaje AromaEsencial Tenetur Eco642,Voluptate dolorum odio exercitationem ipsum officiis vitae expedita aliquam iste.,Cosmética,Maquillaje,AromaEsencial,514.81,236.61,107,50,B2-S2-B2,PROV-037,2025-03-09,14.17,25x29x20,Gris,Silicona,Bajo Pedido
PROD-JUG-0843,Muñecas ConstruBlock Pariatur Pro792,Similique rem fuga beatae commodi non optio sint quibusdam excepturi illo.,Juguetes,Muñecas,ConstruBlock,2097.63,1103.06,262,47,B2-S4-B4,PROV-004,2024-06-26,8.93,60x70x4,Blanco,Vidrio,Próximamente
PROD-LIB-0844,No Ficción MundoLiterario Doloribus XL452,Praesentium modi quisquam iste quibusdam sed consequatur.,Libros,No Ficción,MundoLiterario,1072.33,559.73,696,32,D5-S3-B2,PROV-003,2024-11-15,1.09,15x23x4,N/A,Cuero,Descontinuado
PROD-JUG-0845,Educativos DivertiKids Totam Basic975,Expedita accusantium est et sunt autem totam ea placeat sit quia.,Juguetes,Educativos,DivertiKids,105.66,43.91,444,38,B1-S10-B5,PROV-010,2024-07-17,1.14,16x39x21,Gris,Poliéster,Descontinuado
PROD-ELE-0846,Audio TechNova Provident XL854,Quod itaque quos iste accusantium quaerat labore animi nihil nesciunt.,Electrónica,Audio,TechNova,751.83,392.73,554,28,C4-S10-B3,PROV-030,2024-04-20,10.68,30x14x37,Plateado,Cerámica,Bajo Pedido
PROD-HOG-0847,Muebles CocinaFácil Voluptate 658,Quidem facere debitis aut tempore minima deserunt porro minus quaerat amet quos nobis.,Hogar,Muebles,CocinaFácil,2338.03,1122.05,556,46,B5-S5-B3,PROV-043,2025-01-06,22.4,99x17x34,Azul,Metal,Activo
PROD-HOG-0848,Decoración DecoHome Earum Basic216,Voluptatum ullam totam numquam quaerat blanditiis placeat similique dolore error.,Hogar,Decoración,DecoHome,1952.52,1210.06,629,10,C1-S8-B2,PROV-029,2025-02-16,19.71,87x57x18,Verde,Aluminio,Descontinuado
PROD-LIB-0849,No Ficción PequesLeen Molestiae Pro458,Error quaerat fuga alias labore provident aperiam facere.,Libros,No Ficción,PequesLeen,2482.25,857.34,948,26,C2-S9-B5,PROV-035,2024-07-26,14.89,15x23x3,N/A,Papel,Próximamente
PROD-COS-0850,Cuidado Facial BellaPiel Ipsa XL434,Deserunt reiciendis pariatur dolore reprehenderit hic.,Cosmética,Cuidado Facial,BellaPiel,1764.66,855.9,285,34,A1-S4-B1,PROV-008,2024-11-25,2.68,28x17x7,Amarillo,Vidrio,Bajo Pedido
PROD-COS-0851,Cuidado Corporal BellaPiel Quod XL868,Beatae eaque tempore quo culpa consectetur ut consequuntur maiores porro in odio natus.,Cosmética,Cuidado Corporal,BellaPiel,1951.15,1180.02,705,13,B2-S4-B1,PROV-020,2024-05-11,6.75,72x31x7,Rojo,Plástico,Próximamente
PROD-JUG-0852,Muñecas EduPlay Officia Basic989,Tempora iure animi corrupti asperiores nemo voluptatibus laboriosam.,Juguetes,Muñecas,EduPlay,1385.72,884.68,839,14,B4-S8-B5,PROV-016,2025-03-17,16.27,76x7x37,Multicolor,Silicona,Bajo Pedido
PROD-COS-0853,Cuidado Corporal AromaEsencial Sit Eco408,Deserunt aperiam pariatur doloribus tempora esse blanditiis maxime accusamus dolore.,Cosmética,Cuidado Corporal,AromaEsencial,636.7,358.53,636,29,C2-S1-B4,PROV-048,2024-08-20,9.97,30x46x37,Naranja,Poliéster,Próximamente
PROD-COS-0854,Cabello BellaPiel Eos Eco802,Excepturi hic architecto tempore iusto esse animi blanditiis ex cumque tenetur similique.,Cosmética,Cabello,BellaPiel,609.42,255.34,605,48,C1-S5-B4,PROV-028,2024-10-10,3.45,92x59x25,Verde,Metal,Descontinuado
PROD-ROP-0855,Vestidos ModaFlex Non XL796,Quas voluptas officia quas facilis accusamus vel similique ratione quos.,Ropa,Vestidos,ModaFlex,2078.79,1139.21,610,22,D4-S10-B1,PROV-008,2024-10-22,6.86,26x56x19,Amarillo,Algodón,Próximamente
PROD-ELE-0856,TV VisionPlus Repellat Eco506,Incidunt deleniti veniam veniam nemo inventore quasi corporis.,Electrónica,TV,VisionPlus,279.89,184.66,304,13,C1-S8-B1,PROV-020,2024-10-05,21.75,92x62x45,Verde,Aluminio,Próximamente
PROD-ALI-0857,Snacks DeliciasGourmet Aliquam XL115,Iste odio eius sapiente facere magni cupiditate accusantium.,Alimentación,Snacks,DeliciasGourmet,1839.11,821.55,403,19,D2-S4-B5,PROV-029,2024-07-03,20.58,42x40x20,N/A,N/A,Activo
PROD-ALI-0858,Bebidas QuickBite Optio 724,Reiciendis eveniet aliquid rerum ullam doloremque sed accusantium.,Alimentación,Bebidas,QuickBite,2297.18,1289.83,43,37,C5-S9-B1,PROV-037,2024-07-23,20.54,78x22x28,N/A,N/A,Activo
PROD-COS-0859,Cuidado Corporal AromaEsencial Commodi Basic275,Recusandae necessitatibus nulla sed reiciendis vel quidem soluta.,Cosmética,Cuidado Corporal,AromaEsencial,166.12,86.78,689,11,B3-S6-B3,PROV-006,2025-03-23,1.88,11x78x7,Multicolor,Madera,Bajo Pedido
PROD-COS-0860,Cuidado Facial ColorVibrante Non Eco930,Numquam fuga dignissimos harum suscipit nostrum magnam cupiditate fugiat quae dolorum maiores.,Cosmética,Cuidado Facial,ColorVibrante,922.06,452.05,576,24,A1-S1-B2,PROV-038,2024-04-28,0.82,73x63x33,Transparente,Poliéster,Bajo Pedido
PROD-COS-0861,Cabello ColorVibrante Culpa Eco868,Commodi sit soluta repudiandae doloribus odit.,Cosmética,Cabello,ColorVibrante,1326.89,829.96,509,37,C4-S6-B5,PROV-040,2024-09-05,19.72,61x31x10,Multicolor,Madera,Bajo Pedido
PROD-JUG-0862,Educativos EduPlay Debitis Basic91,Illo modi sunt cum incidunt placeat natus vero assumenda culpa.,Juguetes,Educativos,EduPlay,1151.77,433.53,243,16,A5-S3-B1,PROV-010,2024-04-29,17.43,94x69x33,Naranja,Plástico,Descontinuado
PROD-ROP-0863,Calzado ModaFlex Ipsam XL327,Provident libero aspernatur culpa enim dolor doloribus.,Ropa,Calzado,ModaFlex,1762.76,907.49,475,35,B3-S6-B3,PROV-048,2024-11-16,4.54,93x19x35,Plateado,Cuero,Descontinuado
PROD-ROP-0864,Calzado ComfortWear Quod Basic64,Voluptatem ad dignissimos tempore ipsum ab nihil earum quia.,Ropa,Calzado,ComfortWear,1849.15,606.17,521,37,B4-S8-B3,PROV-049,2025-01-15,0.84,81x43x19,Plateado,Cerámica,Descontinuado
PROD-COS-0865,Cabello AromaEsencial Tenetur Basic312,Itaque laborum animi repellendus officiis aliquam voluptas quidem dolorem repellendus recusandae molestias.,Cosmética,Cabello,AromaEsencial,2084.16,1345.29,730,37,D3-S1-B1,PROV-009,2025-01-16,4.68,79x48x36,Plateado,Papel,Bajo Pedido
PROD-LIB-0866,No Ficción Ediciones Saber Facere Eco293,Natus cum suscipit officiis nisi nemo distinctio quos consequuntur quasi minus distinctio.,Libros,No Ficción,Ediciones Saber,847.63,573.21,317,17,A1-S7-B3,PROV-021,2024-06-08,20.04,15x23x1,N/A,Papel,Activo
PROD-ALI-0867,Fresco DeliciasGourmet Et Eco663,Deleniti tempora quam temporibus error sint saepe adipisci voluptatem.,Alimentación,Fresco,DeliciasGourmet,1978.94,1367.69,141,15,A2-S10-B4,PROV-007,2025-01-08,18.92,5x76x22,N/A,N/A,Próximamente
PROD-LIB-0868,Revistas MundoLiterario Temporibus Eco948,Error tenetur repellendus reiciendis laudantium alias animi nesciunt harum minima.,Libros,Revistas,MundoLiterario,2240.17,1066.6,988,27,D4-S3-B4,PROV-002,2024-12-02,15.96,15x23x2,N/A,Cerámica,Descontinuado
PROD-JUG-0869,Exterior ConstruBlock Laudantium Basic643,Optio voluptas dolores illo unde earum reiciendis.,Juguetes,Exterior,ConstruBlock,1364.38,807.9,883,10,C5-S2-B2,PROV-045,2024-11-18,15.0,63x63x42,Gris,Algodón,Descontinuado
PROD-JUG-0870,Educativos ConstruBlock A Basic407,Incidunt porro dolorem corrupti quidem atque iure illo vel dignissimos.,Juguetes,Educativos,ConstruBlock,617.7,242.55,619,43,A3-S7-B4,PROV-028,2025-01-08,16.95,55x21x38,Negro,Vidrio,Próximamente
PROD-ELE-0871,TV TechNova Aspernatur XL437,Numquam esse exercitationem libero veniam quae cum reiciendis.,Electrónica,TV,TechNova,1071.93,362.77,873,43,C4-S9-B4,PROV-047,2025-01-11,3.39,45x43x44,Azul,Poliéster,Descontinuado
PROD-ROP-0872,Camisetas UrbanStyle Expedita Pro445,Odit veritatis rem sapiente necessitatibus asperiores itaque placeat ipsam libero quo dolorum vel.,Ropa,Camisetas,UrbanStyle,301.05,108.56,560,15,D3-S7-B3,PROV-016,2024-06-14,21.19,5x22x38,Amarillo,Vidrio,Próximamente
PROD-COS-0873,Cuidado Facial BellaPiel Illo Eco572,Commodi veniam eos nobis consequuntur adipisci magni neque amet.,Cosmética,Cuidado Facial,BellaPiel,1959.01,1183.17,878,37,C5-S8-B5,PROV-028,2024-11-30,5.81,30x7x50,Multicolor,Metal,Descontinuado
PROD-HOG-0874,Cocina MuebleRústico Nihil Pro1000,Quam iusto veniam tempore quidem eos eveniet nostrum ab aliquam.,Hogar,Cocina,MuebleRústico,2205.95,993.58,138,22,C2-S3-B2,PROV-010,2025-02-25,3.84,14x68x7,Azul,Aluminio,Próximamente
PROD-HOG-0875,Muebles CleanFast Officiis Basic991,Fugiat vero fuga natus vitae eligendi illo exercitationem optio odit molestiae.,Hogar,Muebles,CleanFast,2017.7,988.62,204,50,A2-S3-B4,PROV-049,2024-12-01,20.23,43x23x47,Multicolor,Aluminio,Activo
PROD-HOG-0876,Limpieza CocinaFácil Voluptas Pro950,Suscipit pariatur sapiente maiores distinctio voluptate rerum delectus eveniet nisi eligendi.,Hogar,Limpieza,CocinaFácil,773.5,262.74,415,39,A1-S10-B4,PROV-010,2024-04-25,15.64,99x11x10,Rojo,Metal,Bajo Pedido
PROD-HOG-0877,Limpieza CleanFast Harum Pro426,Provident voluptas doloremque praesentium alias laudantium cupiditate ipsam error suscipit.,Hogar,Limpieza,CleanFast,36.38,20.23,536,11,D3-S10-B4,PROV-045,2025-02-02,6.32,50x78x14,Multicolor,Cerámica,Descontinuado
PROD-COS-0878,Maquillaje ColorVibrante Possimus Basic469,Ab tempore ratione ut itaque porro impedit quisquam nobis ipsam.,Cosmética,Maquillaje,ColorVibrante,546.64,241.19,227,11,D3-S3-B5,PROV-001,2024-10-10,14.43,35x54x45,Naranja,Plástico,Activo
PROD-ELE-0879,TV TechNova Debitis XL862,Temporibus inventore nulla totam atque enim veritatis aliquam ipsam libero aperiam.,Electrónica,TV,TechNova,874.2,429.46,491,32,A4-S7-B1,PROV-026,2024-07-16,21.02,79x5x31,Rojo,Plástico,Descontinuado
PROD-ELE-0880,TV AudioMax Praesentium Pro89,Quas dolorem cupiditate distinctio nisi aliquid laborum itaque eveniet at consectetur iusto.,Electrónica,TV,AudioMax,1283.78,758.25,403,45,D2-S10-B5,PROV-025,2025-01-11,16.12,64x31x14,Multicolor,Plástico,Bajo Pedido
PROD-HOG-0881,Decoración CocinaFácil Ipsum Basic379,Tenetur quis quas cupiditate adipisci consequuntur dolores occaecati incidunt deserunt tempora.,Hogar,Decoración,CocinaFácil,1030.23,325.69,353,12,A5-S4-B4,PROV-040,2024-10-21,10.16,34x48x29,Rojo,Papel,Descontinuado
PROD-ALI-0882,Conservas DeliciasGourmet Dolorum 149,Commodi accusamus debitis itaque consequatur porro facere impedit rem rerum.,Alimentación,Conservas,DeliciasGourmet,1017.94,350.3,276,14,D5-S1-B4,PROV-042,2024-10-27,16.8,98x19x11,N/A,N/A,Descontinuado
PROD-LIB-0883,Infantil PequesLeen Sunt Basic556,Earum quod fugit earum qui perspiciatis illo sequi voluptatem at vero quaerat.,Libros,Infantil,PequesLeen,1483.11,676.04,576,24,B1-S10-B1,PROV-027,2024-11-19,3.75,15x23x4,N/A,Papel,Activo
PROD-ALI-0884,Conservas QuickBite Voluptas Pro332,Eveniet deserunt nulla quibusdam expedita reiciendis amet est amet nostrum ex quae.,Alimentación,Conservas,QuickBite,427.2,254.62,624,12,D3-S2-B4,PROV-045,2024-06-16,11.21,23x38x5,N/A,N/A,Activo
PROD-HOG-0885,Muebles CleanFast Corporis Basic184,Ex eveniet facilis quisquam quisquam ut accusantium quos temporibus.,Hogar,Muebles,CleanFast,2423.74,1098.82,130,39,A2-S10-B5,PROV-020,2024-04-30,10.58,67x40x38,Rojo,Cerámica,Activo
PROD-LIB-0886,Revistas Ediciones Saber Tenetur Basic569,Praesentium vel quia sunt quaerat perspiciatis nam dolorem fugit reiciendis nemo asperiores.,Libros,Revistas,Ediciones Saber,2057.83,1382.53,922,34,C2-S8-B1,PROV-047,2025-03-31,4.21,15x23x5,N/A,Cuero,Descontinuado
PROD-ROP-0887,Calzado UrbanStyle Natus Basic393,Magnam nesciunt exercitationem dolorem molestias eveniet voluptatum aliquid vel explicabo modi laboriosam placeat.,Ropa,Calzado,UrbanStyle,875.65,335.22,921,11,A3-S5-B4,PROV-018,2025-03-09,5.55,76x28x15,Verde,Poliéster,Bajo Pedido
PROD-LIB-0888,Ficción MundoLiterario Nemo Pro826,Illo architecto iure voluptatibus voluptate quos.,Libros,Ficción,MundoLiterario,1262.34,707.56,384,15,A2-S6-B1,PROV-048,2024-07-05,10.31,15x23x3,N/A,Poliéster,Bajo Pedido
PROD-COS-0889,Maquillaje ColorVibrante Nobis Eco60,Et eius placeat odit vel ad sint quisquam.,Cosmética,Maquillaje,ColorVibrante,2318.97,930.44,104,36,A2-S8-B3,PROV-033,2024-11-02,22.75,29x17x13,Plateado,Cerámica,Descontinuado
PROD-ELE-0890,Computadoras ConnectPhone Voluptatibus Basic414,Voluptatibus iste magnam earum neque error tempore quisquam saepe dolores voluptatem itaque.,Electrónica,Computadoras,ConnectPhone,565.39,311.57,261,11,A2-S10-B1,PROV-011,2024-11-11,14.91,95x56x17,Transparente,Aluminio,Próximamente
PROD-ELE-0891,Audio VisionPlus Excepturi Pro450,Velit eaque incidunt numquam perferendis quo.,Electrónica,Audio,VisionPlus,2430.16,1083.57,40,23,C2-S2-B5,PROV-022,2024-06-05,3.46,7x17x46,Transparente,Algodón,Activo
PROD-ELE-0892,TV VisionPlus Nam Basic46,Ea ipsa architecto laborum inventore repudiandae optio eligendi corporis repudiandae.,Electrónica,TV,VisionPlus,1437.34,468.03,70,17,B2-S3-B4,PROV-033,2025-03-11,8.75,24x11x36,Rojo,Cerámica,Bajo Pedido
PROD-ROP-0893,Abrigos Elegance Voluptatibus 219,Fugit totam corporis perferendis minus dolores cupiditate molestias velit quae nostrum excepturi recusandae.,Ropa,Abrigos,Elegance,1791.41,877.35,865,31,B2-S6-B1,PROV-043,2024-05-28,1.39,63x23x46,Negro,Vidrio,Descontinuado
PROD-ELE-0894,Computadoras AudioMax Praesentium Basic652,Cum officiis alias quasi quaerat voluptates assumenda dolorum sequi voluptatum asperiores cum adipisci.,Electrónica,Computadoras,AudioMax,1085.29,605.84,996,34,A5-S1-B3,PROV-019,2024-11-10,21.13,63x63x32,Amarillo,Cuero,Bajo Pedido
PROD-ROP-0895,Calzado UrbanStyle Reiciendis Pro985,Ex ipsa dolorem corrupti laboriosam voluptate cupiditate.,Ropa,Calzado,UrbanStyle,2234.72,758.5,859,46,C4-S8-B3,PROV-027,2024-09-18,5.04,9x27x35,Multicolor,Cerámica,Próximamente
PROD-ROP-0896,Vestidos ComfortWear Perspiciatis XL828,Temporibus dicta quae fugiat fugiat adipisci tenetur.,Ropa,Vestidos,ComfortWear,1327.92,916.24,222,13,A4-S3-B1,PROV-025,2024-07-08,17.36,86x24x24,Naranja,Cuero,Próximamente
PROD-ELE-0897,Audio VisionPlus Sequi Basic387,Facere laudantium ut aliquam sed cum animi dignissimos voluptas ea quidem.,Electrónica,Audio,VisionPlus,1189.22,510.27,506,23,D5-S2-B4,PROV-031,2024-06-25,23.7,96x45x32,Blanco,Metal,Activo
PROD-COS-0898,Cuidado Facial AromaEsencial Magnam Pro53,Sint numquam incidunt accusamus aliquid est illo dicta corporis sint at voluptas.,Cosmética,Cuidado Facial,AromaEsencial,1028.52,609.73,404,41,A4-S9-B5,PROV-023,2024-04-09,13.37,76x54x11,Naranja,Cuero,Bajo Pedido
