ID_Detalle_Venta,ID_Venta,ID_Cliente,SKU_Producto,Fecha_Hora_Venta,Cantidad,Precio_Unitario_Venta_EUR,Descuento_Aplicado_Porc,Precio_Total_Linea_EUR,Metodo_Pago,ID_Vendedor,ID_Tienda_o_Canal,Impuestos_IVA_EUR,Costo_Envio_Aplicado_EUR,Estado_Pedido,Numero_Seguimiento_Envio,Moneda
DET01030,VNT-2025-1249-0726,CL0551,PROD-COS-0865,2025-03-30 16:02:54,5,56.56,0.0,282.8,Bizum,VEND02,TIENDA-BOG,59.39,0,Cancelado,,ARS
DET01031,VNT-2025-1249-0727,CL0047,PROD-HOG-0093,2025-02-27 04:52:01,2,243.49,0.05,462.63,Efectivo,VEND03,TIENDA-BCN,97.15,0,Pendiente Pago,,MXN
DET01032,VNT-2025-1249-0728,CL0783,PROD-COS-1789,2024-12-05 04:20:42,4,374.42,0.15,1273.03,Efectivo,VEND04,APP,267.34,0,Entregado,TRK379578325CO,USD
DET01033,VNT-2025-1249-0729,CL0813,PROD-ALI-0422,2024-05-19 07:40:41,1,177.48,0.05,168.61,Contra Reembolso,VEND04,TIENDA-MAD,35.41,0,Procesando,,USD
DET01034,VNT-2025-1249-0730,CL0775,PROD-HOG-0755,2024-12-10 11:56:17,4,245.12,0.15,833.41,PayPal,VEND02,APP,175.02,0,Enviado,TRK835576481ES,COP
DET01035,VNT-2025-1249-0730,CL0775,PROD-COS-0153,2024-12-10 11:56:17,3,392.25,0.1,1059.08,PayPal,VEND02,APP,222.41,0,Enviado,TRK835576481ES,COP
DET01036,VNT-2025-1249-0731,CL1659,PROD-ELE-0764,2024-04-13 23:27:12,3,428.75,0.15,1093.31,Tarjeta Débito,VEND01,TIENDA-BOG,229.6,0,Pendiente Pago,,USD
DET01037,VNT-2025-1249-0732,CL0227,PROD-LIB-1084,2024-08-11 11:10:48,1,495.99,0.1,446.39,Contra Reembolso,VEND05,TELEFONO,93.74,0,Entregado,TRK659026988ES,EUR
DET01038,VNT-2025-1249-0732,CL0227,PROD-ELE-1358,2024-08-11 11:10:48,1,279.64,0.15,237.69,Contra Reembolso,VEND05,TELEFONO,49.91,0,Entregado,TRK659026988ES,EUR
DET01039,VNT-2025-1249-0732,CL0227,PROD-COS-1746,2024-08-11 11:10:48,3,58.61,0.05,167.04,Contra Reembolso,VEND05,TELEFONO,35.08,0,Entregado,TRK659026988ES,EUR
DET01040,VNT-2025-1249-0732,CL0227,PROD-HOG-0790,2024-08-11 11:10:48,2,435.65,0.2,697.04,Contra Reembolso,VEND05,TELEFONO,146.38,0,Entregado,TRK659026988ES,EUR
DET01041,VNT-2025-1249-0733,CL1167,PROD-ALI-1940,2024-09-19 02:07:41,4,154.66,0.05,587.71,Bizum,VEND14,TELEFONO,123.42,0,Pendiente Pago,,MXN
DET01042,VNT-2025-1249-0734,CL1739,PROD-ELE-1210,2024-05-23 01:47:15,5,211.75,0.05,1005.81,Bizum,VEND01,TIENDA-BCN,211.22,0,Enviado,TRK806601748CO,ARS
DET01043,VNT-2025-1249-0735,CL0566,PROD-ALI-0455,2025-01-15 00:04:22,1,340.63,0.05,323.6,Tarjeta Crédito,VEND03,ONLINE,67.96,20.33,Devuelto,,EUR
DET01044,VNT-2025-1249-0736,CL1897,PROD-LIB-0771,2024-12-02 10:51:37,3,270.88,0.05,772.01,Tarjeta Crédito,VEND_ONLINE,TELEFONO,162.12,0,Enviado,TRK936463260CO,ARS
DET01045,VNT-2025-1249-0737,CL0388,PROD-ALI-0219,2024-07-29 13:25:57,5,326.31,0.15,1386.82,Tarjeta Crédito,VEND13,TIENDA-BOG,291.23,0,Cancelado,,ARS
DET01046,VNT-2025-1249-0738,CL1228,PROD-ALI-1699,2025-02-18 22:32:20,1,42.73,0.05,40.59,PayPal,VEND12,TIENDA-BCN,8.52,0,Procesando,,EUR
DET01047,VNT-2025-1249-0738,CL1228,PROD-ELE-1744,2025-02-18 22:32:20,2,491.52,0.1,884.74,PayPal,VEND12,TIENDA-BCN,185.8,0,Procesando,,EUR
DET01048,VNT-2025-1249-0739,CL1328,PROD-ALI-0928,2024-09-27 00:17:03,2,227.09,0.15,386.05,Contra Reembolso,VEND12,TELEFONO,81.07,0,Cancelado,,MXN
DET01049,VNT-2025-1249-0740,CL0401,PROD-ELE-0055,2024-08-25 16:22:12,2,124.8,0.0,249.6,Contra Reembolso,VEND09,TIENDA-BOG,52.42,0,Procesando,,MXN
DET01050,VNT-2025-1249-0741,CL0423,PROD-ALI-0661,2024-08-10 07:42:22,3,119.78,0.0,359.34,Tarjeta Débito,VEND04,ONLINE,75.46,8.4,Entregado,TRK211451306ES,ARS
DET01051,VNT-2025-1249-0741,CL0423,PROD-HOG-1903,2024-08-10 07:42:22,2,100.74,0.0,201.48,Tarjeta Débito,VEND04,ONLINE,42.31,8.4,Entregado,TRK211451306ES,ARS
DET01052,VNT-2025-1249-0742,CL0934,PROD-LIB-1190,2024-12-28 10:15:47,1,396.76,0.15,337.25,Tarjeta Débito,VEND13,TIENDA-BCN,70.82,0,Procesando,,EUR
DET01053,VNT-2025-1249-0743,CL1459,PROD-JUG-0750,2024-09-25 04:35:10,3,255.99,0.15,652.77,PayPal,VEND03,TIENDA-MAD,137.08,0,Entregado,TRK101253599ES,USD
DET01054,VNT-2025-1249-0744,CL0392,PROD-ROP-0560,2024-12-31 14:36:19,4,451.56,0.05,1715.93,PayPal,VEND08,TIENDA-MAD,360.35,0,Enviado,TRK363951592ES,COP
DET01055,VNT-2025-1249-0744,CL0392,PROD-ELE-1463,2024-12-31 14:36:19,4,206.05,0.05,782.99,PayPal,VEND08,TIENDA-MAD,164.43,0,Enviado,TRK363951592ES,COP
DET01056,VNT-2025-1249-0745,CL1959,PROD-ELE-0060,2024-10-12 08:56:48,5,145.46,0.1,654.57,PayPal,VEND07,TIENDA-BOG,137.46,0,Enviado,TRK115711607CO,USD
DET01057,VNT-2025-1249-0746,CL1127,PROD-HOG-1898,2024-04-24 07:20:05,2,90.92,0.0,181.84,PayPal,VEND10,TIENDA-BCN,38.19,0,Procesando,,ARS
DET01058,VNT-2025-1249-0747,CL1925,PROD-LIB-0709,2025-02-20 12:11:14,5,397.15,0.15,1687.89,PayPal,VEND14,TIENDA-MEX,354.46,0,Devuelto,,EUR
DET01059,VNT-2025-1249-0747,CL1925,PROD-ROP-0335,2025-02-20 12:11:14,1,153.0,0.1,137.7,PayPal,VEND14,TIENDA-MEX,28.92,0,Devuelto,,EUR
DET01060,VNT-2025-1249-0748,CL0318,PROD-ROP-1738,2024-07-08 23:43:04,3,459.42,0.15,1171.52,Bizum,VEND03,TIENDA-MEX,246.02,0,Cancelado,,USD
DET01061,VNT-2025-1249-0749,CL0594,PROD-JUG-0104,2024-04-27 06:03:00,5,350.84,0.05,1666.49,PayPal,VEND09,TIENDA-BCN,349.96,0,Enviado,TRK944317197CO,USD
DET01062,VNT-2025-1249-0749,CL0594,PROD-COS-0495,2024-04-27 06:03:00,2,275.91,0.0,551.82,PayPal,VEND09,TIENDA-BCN,115.88,0,Enviado,TRK944317197CO,USD
DET01063,VNT-2025-1249-0750,CL0658,PROD-HOG-0996,2024-11-22 09:32:10,4,461.14,0.0,1844.56,Contra Reembolso,VEND15,TELEFONO,387.36,0,Entregado,TRK903206432MX,USD
DET01064,VNT-2025-1249-0750,CL0658,PROD-ALI-0586,2024-11-22 09:32:10,2,97.81,0.0,195.62,Contra Reembolso,VEND15,TELEFONO,41.08,0,Entregado,TRK903206432MX,USD
DET01065,VNT-2025-1249-0750,CL0658,PROD-ROP-0276,2024-11-22 09:32:10,5,217.57,0.0,1087.85,Contra Reembolso,VEND15,TELEFONO,228.45,0,Entregado,TRK903206432MX,USD
DET01066,VNT-2025-1249-0750,CL0658,PROD-ELE-1161,2024-11-22 09:32:10,1,395.6,0.2,316.48,Contra Reembolso,VEND15,TELEFONO,66.46,0,Entregado,TRK903206432MX,USD
DET01067,VNT-2025-1249-0751,CL1946,PROD-ALI-1796,2024-08-29 09:10:50,2,214.7,0.0,429.4,Bizum,VEND13,TIENDA-BOG,90.17,0,Enviado,TRK660060438CO,MXN
DET01068,VNT-2025-1249-0752,CL1506,PROD-ELE-0810,2024-05-21 06:32:35,4,20.1,0.0,80.4,Tarjeta Crédito,VEND03,APP,16.88,0,Cancelado,,USD
DET01069,VNT-2025-1249-0753,CL0892,PROD-LIB-0629,2025-02-18 17:35:32,1,332.28,0.0,332.28,Transferencia,VEND01,TIENDA-MAD,69.78,0,Pendiente Pago,,COP
DET01070,VNT-2025-1249-0754,CL0147,PROD-HOG-0875,2024-10-19 06:18:47,4,98.59,0.0,394.36,PayPal,VEND04,APP,82.82,0,Enviado,TRK194390880ES,EUR
DET01071,VNT-2025-1249-0755,CL0344,PROD-ALI-1627,2024-05-26 17:22:58,2,318.96,0.0,637.92,Efectivo,VEND05,TIENDA-MAD,133.96,0,Procesando,,MXN
DET01072,VNT-2025-1249-0755,CL0344,PROD-ELE-0099,2024-05-26 17:22:58,1,383.64,0.1,345.28,Efectivo,VEND05,TIENDA-MAD,72.51,0,Procesando,,MXN
DET01073,VNT-2025-1249-0756,CL0139,PROD-ROP-1356,2025-01-13 01:06:41,5,482.15,0.15,2049.14,Tarjeta Crédito,VEND02,TIENDA-BCN,430.32,0,Entregado,TRK625669960CO,ARS
DET01074,VNT-2025-1249-0757,CL0628,PROD-ELE-0072,2024-10-15 06:15:01,1,161.15,0.0,161.15,Bizum,VEND10,TIENDA-MAD,33.84,0,Enviado,TRK323319220ES,MXN
DET01075,VNT-2025-1249-0757,CL0628,PROD-ELE-1642,2024-10-15 06:15:01,3,75.46,0.05,215.06,Bizum,VEND10,TIENDA-MAD,45.16,0,Enviado,TRK323319220ES,MXN
DET01076,VNT-2025-1249-0758,CL0293,PROD-ELE-0389,2024-12-05 17:58:21,2,447.69,0.2,716.3,Bizum,VEND09,TELEFONO,150.42,0,Devuelto,,EUR
DET01077,VNT-2025-1249-0758,CL0293,PROD-ALI-0244,2024-12-05 17:58:21,3,403.38,0.1,1089.13,Bizum,VEND09,TELEFONO,228.72,0,Devuelto,,EUR
DET01078,VNT-2025-1249-0758,CL0293,PROD-HOG-0042,2024-12-05 17:58:21,4,421.78,0.1,1518.41,Bizum,VEND09,TELEFONO,318.87,0,Devuelto,,EUR
DET01079,VNT-2025-1249-0759,CL0188,PROD-ALI-0592,2024-09-17 05:50:05,3,212.96,0.1,574.99,Transferencia,VEND06,TELEFONO,120.75,0,Cancelado,,USD
DET01080,VNT-2025-1249-0760,CL0211,PROD-ALI-0617,2024-11-07 21:17:39,5,238.82,0.0,1194.1,Tarjeta Crédito,VEND07,TIENDA-MEX,250.76,0,Devuelto,,MXN
DET01081,VNT-2025-1249-0761,CL1652,PROD-JUG-0740,2024-06-17 14:28:03,4,367.4,0.0,1469.6,Efectivo,VEND04,TIENDA-BCN,308.62,0,Devuelto,,MXN
DET01082,VNT-2025-1249-0761,CL1652,PROD-JUG-1733,2024-06-17 14:28:03,5,38.14,0.05,181.16,Efectivo,VEND04,TIENDA-BCN,38.04,0,Devuelto,,MXN
DET01083,VNT-2025-1249-0762,CL0749,PROD-JUG-0296,2025-01-22 20:17:22,3,81.01,0.05,230.88,Bizum,VEND06,TIENDA-BOG,48.48,0,Devuelto,,ARS
DET01084,VNT-2025-1249-0763,CL1811,PROD-LIB-0670,2024-11-26 17:03:28,4,349.34,0.1,1257.62,Tarjeta Débito,VEND15,TELEFONO,264.1,0,Entregado,TRK564825452US,EUR
DET01085,VNT-2025-1249-0764,CL1416,PROD-JUG-0840,2024-06-12 14:16:02,5,130.88,0.2,523.52,PayPal,VEND03,TIENDA-BCN,109.94,0,Pendiente Pago,,MXN
DET01086,VNT-2025-1249-0765,CL1713,PROD-LIB-1272,2024-04-16 02:50:53,3,174.28,0.0,522.84,PayPal,VEND02,TIENDA-MAD,109.8,0,Pendiente Pago,,USD
DET01087,VNT-2025-1249-0765,CL1713,PROD-COS-1650,2024-04-16 02:50:53,3,122.47,0.0,367.41,PayPal,VEND02,TIENDA-MAD,77.16,0,Pendiente Pago,,USD
DET01088,VNT-2025-1249-0765,CL1713,PROD-JUG-1098,2024-04-16 02:50:53,3,28.71,0.1,77.52,PayPal,VEND02,TIENDA-MAD,16.28,0,Pendiente Pago,,USD
DET01089,VNT-2025-1249-0766,CL1391,PROD-ALI-0686,2025-02-08 08:52:54,5,482.1,0.1,2169.45,PayPal,VEND04,ONLINE,455.58,18.89,Cancelado,,EUR
DET01090,VNT-2025-1249-0767,CL1923,PROD-ROP-0637,2024-05-22 12:56:17,3,235.48,0.05,671.12,Contra Reembolso,VEND14,TIENDA-MAD,140.94,0,Procesando,,USD
DET01091,VNT-2025-1249-0767,CL1923,PROD-ELE-1462,2024-05-22 12:56:17,3,335.47,0.0,1006.41,Contra Reembolso,VEND14,TIENDA-MAD,211.35,0,Procesando,,USD
DET01092,VNT-2025-1249-0768,CL1056,PROD-ALI-0130,2024-05-23 07:26:40,4,213.09,0.2,681.89,Tarjeta Débito,VEND05,ONLINE,143.2,12.94,Entregado,TRK605628367MX,USD
DET01093,VNT-2025-1249-0768,CL1056,PROD-ELE-1845,2024-05-23 07:26:40,5,78.28,0.1,352.26,Tarjeta Débito,VEND05,ONLINE,73.97,12.94,Entregado,TRK605628367MX,USD
DET01094,VNT-2025-1249-0769,CL1326,PROD-JUG-1733,2024-07-12 15:46:27,3,22.53,0.2,54.07,PayPal,VEND01,TIENDA-BCN,11.35,0,Entregado,TRK952056339US,EUR
DET01095,VNT-2025-1249-0770,CL0759,PROD-JUG-0194,2025-01-09 17:56:48,2,445.34,0.1,801.61,Transferencia,VEND12,ONLINE,168.34,10.55,Pendiente Pago,,COP
DET01096,VNT-2025-1249-0771,CL1195,PROD-LIB-0730,2024-08-04 17:08:34,4,428.36,0.0,1713.44,Tarjeta Crédito,VEND09,APP,359.82,0,Enviado,TRK804413952US,USD
DET01097,VNT-2025-1249-0772,CL1732,PROD-HOG-1607,2024-11-12 15:30:34,3,465.36,0.0,1396.08,PayPal,VEND06,APP,293.18,0,Devuelto,,USD
DET01098,VNT-2025-1249-0772,CL1732,PROD-ROP-1446,2024-11-12 15:30:34,4,346.96,0.0,1387.84,PayPal,VEND06,APP,291.45,0,Devuelto,,USD
DET01099,VNT-2025-1249-0773,CL1127,PROD-COS-1012,2025-03-12 12:09:28,3,100.54,0.05,286.54,Bizum,VEND05,TELEFONO,60.17,0,Entregado,TRK584569464ES,MXN
DET01100,VNT-2025-1249-0774,CL0751,PROD-HOG-1113,2024-09-14 05:03:51,1,192.56,0.15,163.68,Tarjeta Débito,VEND14,ONLINE,34.37,3.69,Pendiente Pago,,USD
DET01101,VNT-2025-1249-0775,CL1773,PROD-JUG-1916,2024-10-02 18:53:01,5,178.57,0.05,848.21,Contra Reembolso,VEND12,TIENDA-BOG,178.12,0,Devuelto,,MXN
DET01102,VNT-2025-1249-0776,CL0360,PROD-JUG-1122,2024-10-29 07:31:23,2,16.74,0.2,26.78,PayPal,VEND03,TIENDA-MEX,5.62,0,Devuelto,,EUR
DET01103,VNT-2025-1249-0777,CL1512,PROD-LIB-1864,2025-02-08 11:25:42,3,325.03,0.2,780.07,Bizum,VEND14,TIENDA-MAD,163.81,0,Cancelado,,ARS
DET01104,VNT-2025-1249-0778,CL1873,PROD-LIB-0709,2024-09-05 00:38:16,5,236.44,0.0,1182.2,Efectivo,VEND06,APP,248.26,0,Procesando,,MXN
DET01105,VNT-2025-1249-0779,CL0263,PROD-ROP-0610,2024-06-26 12:15:04,3,339.24,0.15,865.06,Transferencia,VEND15,TELEFONO,181.66,0,Entregado,TRK975548183ES,EUR
DET01106,VNT-2025-1249-0779,CL0263,PROD-COS-1894,2024-06-26 12:15:04,2,331.82,0.05,630.46,Transferencia,VEND15,TELEFONO,132.4,0,Entregado,TRK975548183ES,EUR
DET01107,VNT-2025-1249-0780,CL1687,PROD-ALI-1434,2025-02-17 01:19:50,4,78.68,0.15,267.51,Bizum,VEND09,TIENDA-BOG,56.18,0,Procesando,,USD
DET01108,VNT-2025-1249-0781,CL1609,PROD-LIB-0962,2024-10-05 12:54:48,5,153.86,0.1,692.37,Tarjeta Crédito,VEND15,TIENDA-MAD,145.4,0,Entregado,TRK445606840MX,USD
DET01109,VNT-2025-1249-0782,CL0148,PROD-ROP-0038,2024-07-25 22:24:54,3,92.28,0.15,235.31,Efectivo,VEND11,TELEFONO,49.42,0,Entregado,TRK458483927US,ARS
DET01110,VNT-2025-1249-0783,CL0776,PROD-LIB-1159,2024-12-01 08:10:36,4,9.34,0.1,33.62,Tarjeta Débito,VEND03,TELEFONO,7.06,0,Devuelto,,USD
DET01111,VNT-2025-1249-0784,CL1079,PROD-ROP-1616,2024-08-06 13:21:16,1,53.95,0.05,51.25,Tarjeta Débito,VEND_ONLINE,ONLINE,10.76,22.86,Cancelado,,EUR
DET01112,VNT-2025-1249-0785,CL0186,PROD-ALI-0219,2025-01-17 00:31:23,4,140.46,0.05,533.75,Tarjeta Débito,VEND08,TIENDA-MEX,112.09,0,Procesando,,EUR
DET01113,VNT-2025-1249-0786,CL0211,PROD-ALI-1870,2024-10-02 01:40:35,4,339.29,0.2,1085.73,Transferencia,VEND_ONLINE,TIENDA-MAD,228.0,0,Procesando,,EUR
DET01114,VNT-2025-1249-0787,CL0713,PROD-HOG-1996,2024-11-04 07:10:16,1,9.58,0.1,8.62,PayPal,VEND12,ONLINE,1.81,18.51,Pendiente Pago,,USD
DET01115,VNT-2025-1249-0788,CL0359,PROD-ALI-1197,2024-08-29 12:29:42,5,388.63,0.2,1554.52,Tarjeta Crédito,VEND09,TIENDA-BOG,326.45,0,Pendiente Pago,,USD
DET01116,VNT-2025-1249-0789,CL0440,PROD-ELE-1784,2025-01-12 07:15:18,2,114.72,0.15,195.02,Transferencia,VEND05,TIENDA-BOG,40.95,0,Pendiente Pago,,MXN
DET01117,VNT-2025-1249-0789,CL0440,PROD-HOG-1201,2025-01-12 07:15:18,5,387.65,0.1,1744.42,Transferencia,VEND05,TIENDA-BOG,366.33,0,Pendiente Pago,,MXN
DET01118,VNT-2025-1249-0789,CL0440,PROD-JUG-0537,2025-01-12 07:15:18,3,395.29,0.0,1185.87,Transferencia,VEND05,TIENDA-BOG,249.03,0,Pendiente Pago,,MXN
DET01119,VNT-2025-1249-0789,CL0440,PROD-ROP-0753,2025-01-12 07:15:18,2,221.77,0.0,443.54,Transferencia,VEND05,TIENDA-BOG,93.14,0,Pendiente Pago,,MXN
DET01120,VNT-2025-1249-0790,CL1383,PROD-JUG-0754,2024-07-28 22:56:01,5,373.95,0.0,1869.75,Efectivo,VEND14,APP,392.65,0,Enviado,TRK302132381MX,USD
DET01121,VNT-2025-1249-0791,CL0656,PROD-ROP-1379,2024-07-03 00:32:26,3,155.75,0.0,467.25,PayPal,VEND04,TELEFONO,98.12,0,Pendiente Pago,,ARS
DET01122,VNT-2025-1249-0791,CL0656,PROD-COS-0992,2024-07-03 00:32:26,3,346.61,0.2,831.86,PayPal,VEND04,TELEFONO,174.69,0,Pendiente Pago,,ARS
DET01123,VNT-2025-1249-0791,CL0656,PROD-ALI-0513,2024-07-03 00:32:26,3,289.76,0.1,782.35,PayPal,VEND04,TELEFONO,164.29,0,Pendiente Pago,,ARS
DET01124,VNT-2025-1249-0791,CL0656,PROD-ALI-0097,2024-07-03 00:32:26,2,462.81,0.0,925.62,PayPal,VEND04,TELEFONO,194.38,0,Pendiente Pago,,ARS
DET01125,VNT-2025-1249-0791,CL0656,PROD-ROP-0171,2024-07-03 00:32:26,5,275.67,0.0,1378.35,PayPal,VEND04,TELEFONO,289.45,0,Pendiente Pago,,ARS
DET01126,VNT-2025-1249-0792,CL1832,PROD-HOG-0577,2024-07-16 15:25:28,5,408.94,0.15,1737.99,Tarjeta Débito,VEND04,APP,364.98,0,Pendiente Pago,,COP
DET01127,VNT-2025-1249-0792,CL1832,PROD-COS-0403,2024-07-16 15:25:28,5,404.17,0.15,1717.72,Tarjeta Débito,VEND04,APP,360.72,0,Pendiente Pago,,COP
DET01128,VNT-2025-1249-0793,CL0964,PROD-COS-0842,2024-06-01 14:26:16,3,482.13,0.2,1157.11,Tarjeta Crédito,VEND14,APP,242.99,0,Devuelto,,USD
DET01129,VNT-2025-1249-0794,CL0541,PROD-ALI-1611,2024-12-06 17:47:28,5,67.12,0.15,285.26,Tarjeta Crédito,VEND03,APP,59.9,0,Pendiente Pago,,COP
DET01130,VNT-2025-1249-0795,CL0913,PROD-ALI-1330,2025-03-15 17:02:59,1,331.07,0.05,314.52,Transferencia,VEND02,TELEFONO,66.05,0,Devuelto,,COP
DET01131,VNT-2025-1249-0796,CL0221,PROD-ROP-1170,2024-04-14 02:28:30,3,76.19,0.0,228.57,Contra Reembolso,VEND01,APP,48.0,0,Pendiente Pago,,USD
DET01132,VNT-2025-1249-0797,CL0393,PROD-HOG-1402,2025-01-10 08:34:56,1,452.56,0.2,362.05,Bizum,VEND09,TIENDA-BOG,76.03,0,Enviado,TRK619036105US,EUR
DET01133,VNT-2025-1249-0798,CL0424,PROD-LIB-0583,2024-04-15 00:20:19,1,204.47,0.15,173.8,Contra Reembolso,VEND06,TELEFONO,36.5,0,Devuelto,,MXN
DET01134,VNT-2025-1249-0799,CL1950,PROD-HOG-0302,2025-02-28 23:34:11,3,268.77,0.05,765.99,Efectivo,VEND09,APP,160.86,0,Cancelado,,COP
DET01135,VNT-2025-1249-0800,CL1796,PROD-ELE-0240,2024-05-12 06:20:37,1,220.53,0.0,220.53,Contra Reembolso,VEND_ONLINE,ONLINE,46.31,24.2,Enviado,TRK849996850US,COP
DET01136,VNT-2025-1249-0801,CL1155,PROD-LIB-1906,2024-09-16 14:16:05,3,491.26,0.2,1179.02,Transferencia,VEND07,TIENDA-MAD,247.59,0,Pendiente Pago,,EUR
DET01137,VNT-2025-1249-0802,CL1005,PROD-HOG-1637,2024-10-06 09:37:10,5,302.76,0.2,1211.04,Efectivo,VEND11,TIENDA-BCN,254.32,0,Pendiente Pago,,EUR
DET01138,VNT-2025-1249-0803,CL1170,PROD-ROP-1632,2024-11-04 05:08:12,2,305.02,0.2,488.03,Tarjeta Crédito,VEND15,TELEFONO,102.49,0,Devuelto,,COP
DET01139,VNT-2025-1249-0804,CL0212,PROD-LIB-1905,2025-01-01 20:13:45,3,398.36,0.2,956.06,Efectivo,VEND01,TIENDA-MEX,200.77,0,Procesando,,MXN
DET01140,VNT-2025-1249-0805,CL0020,PROD-LIB-0709,2024-07-20 03:02:26,4,168.01,0.15,571.23,Contra Reembolso,VEND13,APP,119.96,0,Pendiente Pago,,MXN
DET01141,VNT-2025-1249-0806,CL1153,PROD-ALI-1483,2024-12-07 15:16:04,2,182.65,0.15,310.5,Tarjeta Crédito,VEND04,TIENDA-BOG,65.2,0,Entregado,TRK999525207US,COP
DET01142,VNT-2025-1249-0807,CL1412,PROD-COS-1361,2024-07-08 05:05:44,3,359.73,0.15,917.31,Bizum,VEND14,ONLINE,192.64,13.3,Entregado,TRK333522171ES,USD
DET01143,VNT-2025-1249-0807,CL1412,PROD-COS-0531,2024-07-08 05:05:44,2,322.23,0.15,547.79,Bizum,VEND14,ONLINE,115.04,13.3,Entregado,TRK333522171ES,USD
DET01144,VNT-2025-1249-0808,CL1677,PROD-JUG-0205,2024-12-07 18:15:09,2,469.09,0.2,750.54,Tarjeta Crédito,VEND13,TIENDA-MAD,157.61,0,Pendiente Pago,,USD
DET01145,VNT-2025-1249-0809,CL0163,PROD-JUG-0984,2024-04-15 11:43:59,1,147.73,0.2,118.18,Transferencia,VEND10,TIENDA-BOG,24.82,0,Pendiente Pago,,MXN
DET01146,VNT-2025-1249-0810,CL0553,PROD-ELE-0273,2025-03-01 00:56:13,4,273.45,0.0,1093.8,Efectivo,VEND01,APP,229.7,0,Cancelado,,COP
DET01147,VNT-2025-1249-0810,CL0553,PROD-JUG-1496,2025-03-01 00:56:13,5,269.07,0.0,1345.35,Efectivo,VEND01,APP,282.52,0,Cancelado,,COP
DET01148,VNT-2025-1249-0810,CL0553,PROD-LIB-0308,2025-03-01 00:56:13,1,422.53,0.0,422.53,Efectivo,VEND01,APP,88.73,0,Cancelado,,COP
DET01149,VNT-2025-1249-0811,CL1734,PROD-LIB-1285,2025-01-17 14:02:39,4,492.65,0.0,1970.6,Tarjeta Débito,VEND15,APP,413.83,0,Enviado,TRK975881910MX,ARS
DET01150,VNT-2025-1249-0811,CL1734,PROD-JUG-1389,2025-01-17 14:02:39,3,494.0,0.1,1333.8,Tarjeta Débito,VEND15,APP,280.1,0,Enviado,TRK975881910MX,ARS
DET01151,VNT-2025-1249-0812,CL1661,PROD-LIB-0466,2024-12-21 15:52:42,2,364.38,0.1,655.88,Efectivo,VEND_ONLINE,TIENDA-MAD,137.73,0,Enviado,TRK754622205MX,EUR
DET01152,VNT-2025-1249-0813,CL0625,PROD-HOG-1765,2024-09-24 14:18:49,3,349.99,0.15,892.47,Transferencia,VEND01,TIENDA-MEX,187.42,0,Cancelado,,MXN
DET01153,VNT-2025-1249-0814,CL1655,PROD-COS-1215,2024-09-28 08:30:54,1,494.35,0.2,395.48,PayPal,VEND13,TIENDA-BCN,83.05,0,Cancelado,,USD
DET01154,VNT-2025-1249-0815,CL0146,PROD-ROP-0406,2024-12-05 10:42:32,1,353.79,0.0,353.79,Tarjeta Crédito,VEND08,TIENDA-BOG,74.3,0,Cancelado,,MXN
DET01155,VNT-2025-1249-0816,CL1402,PROD-COS-1069,2024-08-17 20:05:13,5,185.78,0.1,836.01,Contra Reembolso,VEND13,ONLINE,175.56,4.07,Entregado,TRK572803156CO,MXN
DET01156,VNT-2025-1249-0816,CL1402,PROD-ALI-1554,2024-08-17 20:05:13,5,160.58,0.0,802.9,Contra Reembolso,VEND13,ONLINE,168.61,4.07,Entregado,TRK572803156CO,MXN
DET01157,VNT-2025-1249-0817,CL0296,PROD-LIB-0771,2024-06-04 15:04:34,4,203.99,0.0,815.96,PayPal,VEND08,ONLINE,171.35,14.52,Pendiente Pago,,COP
DET01158,VNT-2025-1249-0817,CL0296,PROD-ELE-0311,2024-06-04 15:04:34,3,76.59,0.1,206.79,PayPal,VEND08,ONLINE,43.43,14.52,Pendiente Pago,,COP
DET01159,VNT-2025-1249-0818,CL0688,PROD-LIB-0180,2024-04-29 13:18:05,3,144.57,0.0,433.71,Efectivo,VEND11,TELEFONO,91.08,0,Devuelto,,COP
DET01160,VNT-2025-1249-0818,CL0688,PROD-ROP-0305,2024-04-29 13:18:05,4,120.75,0.05,458.85,Efectivo,VEND11,TELEFONO,96.36,0,Devuelto,,COP
DET01161,VNT-2025-1249-0819,CL1501,PROD-COS-0587,2024-06-05 03:28:44,2,235.39,0.15,400.16,Bizum,VEND15,TIENDA-MEX,84.03,0,Cancelado,,ARS
DET01162,VNT-2025-1249-0820,CL0833,PROD-COS-1659,2025-01-30 14:27:20,2,26.35,0.2,42.16,Tarjeta Débito,VEND05,TELEFONO,8.85,0,Procesando,,USD
DET01163,VNT-2025-1249-0821,CL1032,PROD-ALI-0125,2024-07-03 03:31:28,5,107.43,0.2,429.72,Tarjeta Débito,VEND13,ONLINE,90.24,14.96,Cancelado,,ARS
DET01164,VNT-2025-1249-0822,CL1870,PROD-ELE-1515,2024-10-05 07:01:16,2,251.11,0.15,426.89,Transferencia,VEND02,TIENDA-BCN,89.65,0,Enviado,TRK122800606ES,EUR
DET01165,VNT-2025-1249-0823,CL1268,PROD-ALI-0125,2024-07-24 11:10:37,3,213.4,0.0,640.2,Efectivo,VEND14,TIENDA-BOG,134.44,0,Procesando,,ARS
